OTUID	Mean	R10P10A07	R10P10A10	R10P10B03	R10P10B04	R10P10B10	R10P10B12	R10P10C03	R10P10C04	R10P10C05	R10P10C07	R10P10C10	R10P10C11	R10P10D02	R10P10D04	R10P10D05	R10P10D09	R10P10D10	R10P10E09	R10P10E10	R10P10E11	R10P10F10	R10P10F11	R10P10FO2	R10P10G10	R10P10H01	R10P10H02	R10P10H04	R10P10H09	R11P11A11	R11P11B10	R11P11C07	R11P11C10	R11P11C11	R11P11D02	R11P11E11	R12P12A02	R12P12A04	R12P12A05	R12P12A06	R12P12A08	R12P12A10	R12P12A11	R12P12A12	R12P12B03	R12P12B04	R12P12B12	R12P12BO1	R12P12C01	R12P12C03	R12P12C04	R12P12C05	R12P12C07	R12P12C10	R12P12C11	R12P12D01	R12P12D02	R12P12D03	R12P12D04	R12P12D07	R12P12D09	R12P12D10	R12P12E01	R12P12E03	R12P12E04	R12P12E07	R12P12E08	R12P12E09	R12P12E10	R12P12E12	R12P12F04	R12P12F09	R12P12F10	R12P12FO2	R12P12G02	R12P12G03	R12P12G04	R12P12G06	R12P12G07	R12P12G10	R12P12H02	R12P12H03	R12P12H04	R12P12H06	R12P12H09	R12P12H10	R12P12H11	R13P13A04	R13P13B10	R13P13B11	R13P13C04	R13P13C07	R13P13C10	R13P13C11	R13P13D04	R13P13D09	R13P13D10	R13P13E09	R13P13E10	R13P13F04	R13P13F10	R13P13FO2	R13P13G02	R13P13G06	R13P13G09	R13P13G10	R13P13H01	R13P13H06	R13P13H09	R13P13H10	R14P14B04	R14P14C03	R14P14C04	R14P14C07	R14P14D04	R14P14G10	R15P15A03	R15P15A07	R15P15B04	R15P15C01	R15P15C04	R15P15C07	R15P15C10	R15P15D02	R15P15D03	R15P15D04	R15P15D07	R15P15D09	R15P15E01	R15P15E04	R15P15E09	R15P15E10	R15P15F04	R15P15F10	R15P15H04	R15P15H06	R15P15H10	R16P16A04	R16P16A07	R16P16B03	R16P16C04	R16P16C05	R16P16C07	R16P16D02	R16P16D03	R16P16D07	R16P16E01	R16P16F04	R16P16H03	R1P1A04	R1P1A05	R1P1D01	R1P1E01	R1P1E04	R1P1F04	R1P1G02	R1P1G04	R1P1G06	R1P1H04	R2P2G02	R3P3C01	R3P3D10	R3P3H01	R5P5C11	R6P6B10	R6P6B12	R6P6D04	R6P6E11	R6P6G07	R6P6G10	R7P7A05	R7P7A11	R7P7B12	R7P7D09	R7P7E01	R7P7F10	R7P7G10	R7P7H06	R8P8A04	R8P8A11	R8P8B04	R8P8B10	R8P8C04	R8P8C07	R8P8C08	R8P8C10	R8P8C11	R8P8D07	R8P8D10	R8P8D11	R8P8E01	R8P8E07	R8P8E08	R8P8E10	R8P8E11	R8P8F03	R8P8F04	R8P8F08	R8P8F09	R8P8F10	R8P8G02	R8P8G06	R8P8G10	R8P8H01	R8P8H02	R8P8H04	R8P8H06	R8P8H07	R9P9A04	R9P9A10	R9P9A11	R9P9B03	R9P9B04	R9P9B11	R9P9C01	R9P9C03	R9P9C07	R9P9C10	R9P9C11	R9P9D07	R9P9E10	R9P9E11	R9P9F10
ASV_64	0.000420812422156763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_83	0.000360091166610652	0	0	0	0	0.0635	0	0	0.1475	0	0.0976	0	0	0	0.1244	0	0	0	0	0.1534	0	0	0	0	0.216	0	0	0	0	0.1122	0.1757	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0.1036	0	0	0	0.1575	0	0	0	0	0	0	0	0.1567	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1866	0	0	0	0	0	0	0	0	0	0	0	0.2342	0	0	0	0.1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1233	0	0.1927	0	0.1931	0	0	0	0.2247	0	0	0	0	0	0	0	0.2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2062	0	0	0	0	0	0	0.1751	0	0	0	0	0	0	0	0	0	0.1965	0	0	0	0	0.1835	0	0.0575	0	0	0.4167	0	0	0	0.1678	0	0	0	0	0.4415	0	0	0	0	0	0	0	0.1953	0	0	0	0
ASV_81	0.000338909333280614	0	0	0.6048	0	0	0	0	0.0737	0.7055	0	0	0	0	0	0	0.1477	0	0	0	0	0	0	0	0	0	0	0	0.7924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4878	0	0	0.2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0	0	0.1996	0	0	0.4444	0	0	0	0	0	0	0	0
ASV_62	0.000326200233282591	0	0.2541	0	0	0	0	0	0	0.5291	0	0	0	0	0.2488	0	0.1477	0	0	0	0	0	0	0	0	0.1761	0	0	0.7924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0	0	0.1037	0	0	0	0	0	0	0	0	0	0	0.2083	0	0	0	0	0	0	0	0	0	0.1996	0	0	0.6667	0	0	0	0	0	0	0	0.8753
ASV_74	0.00030925476661856	0	0	0	0.2886	0	0	0	0	0	0.2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1027	0	0	0	0	0	0	0.6036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7463	0	0	0	0	0	0	0	0.4702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1233	0	0	0	0	0	0.1748	0	0	0	0	0	0	0	0.2227	0	0	0	0	0	0	0	0	0.1698	0	0.2041	0	0	0	0	0.2062	0	0	0	0	0	0	0	0	0	0	0	0	0.1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5882	0	0	0	0	0	0	0	0	0	0	0	0.1859	0	0	0	0	0	0
ASV_69	0.00030360627773055	0	0.1271	0	0	0	0	0	0.1475	0	0	0	0.1529	0	0	0	0	0	0	0	0	0	0.1828	0	0	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1626	0	0	0.4301	0	0	0	0	0	0	0	0	0	0	0	0.4124	0.1942	0	0	0.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0	0.2208	0	0.2123	0	0.6667	0	0	0	0	0	0	0	0.6565
ASV_89	0.000290897177732527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2208	0.1996	0	0	0	0	0	0	0	0	3.5168	0.4255	0
ASV_70	0.000279600199956507	0	0	0	0	0	0	0	0	0	0	0	0	0.1721	0.2488	0	0	0	0	0	0	0	0.1828	0	0.432	0	0.8016	0	0	0	0	0	0	0	0	0	0	0.9112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1661	0	0	0	0	0.2188
ASV_60	0.000261242611070473	0	0	0.4032	0	0.0635	0	0	0	0	0	0	0	0	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1541	0	0	0	0	0	0	0	0	0	0	0.361	0	0.2203	0	0	0	0	0	0	0	0	0.1355	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4878	0	0	0.4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1894	0	0	0	0	0	0	0.2225	0	0	0	0	0	0	0.1037	0	0	0	0	0	0.1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2208	0.1996	0	0.2299	0	0	0	0	0	0	0	0	0
ASV_93	0.000259830488848471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8576	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4065	0	0	0	0	0.2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1905	0.8421	0	0	0.3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1835	0	0	0.4545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0.000257006244404466	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1821	0	0	0	0	0	0.2525	0	0	0.3067	0	0	0	0	0	0	0	0	0	0	0.1957	0.2466	0	0	0	0	0	0	0	0	0	0	0	0	0.1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3175	0	0	0	0	0	0	0	0	0	0.5254	0	0	0	0.5425	0.6925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21	0.000228763799964415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	0	0	0	0	0	0	0	0	0	0.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0.2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_67	0.000223115311076404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0	0.1036	0	0	0	0	0	0.1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6036	0.578	0	0	0	0	0.2387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2041	0	0	0	0	0	0	0	0	0	0	0.3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2041	0	0	0
ASV_34	0.000211818333300384	0	0	0.2016	0.1443	0	0	0	0.0737	0.1764	0.7805	0	0	0	0	0	0	0	0	0.4601	0	0.1433	0	0	0	0.5282	0	0	0.6339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	0.000200521355524363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1953	0	0	0	0
ASV_72	0.000190636499970345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1515	0.2119	0	0	0	0	0	1.5952	0.7921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25	0.000184988011082335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6316	0	0	0	0	0	0	0.2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0.000177927399972322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3761	0.6383	0
ASV_37	0.00017651527775032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659	0	0	0	0	0	0	0	0.1385	0	0	0	0	0	0	0	0.4115	0	0.1835	0.1733	0	0	0.2119	0	0	0.1931	0	0.1678	0.0997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_80	0.000160981933308292	0.1637	0	0	0	0	0	0	0	0.1764	0	0.1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3992	0	0	0.6667	0	0	0	0	0	0	0	0
ASV_79	0.000159569811086289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0142	0	0	0	0	0	0	0.9174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_94	0.000156745566642284	0	0.2541	0	0	0	0	0	0.1475	0	0	0.1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3205	0	0	0	0	0.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6452	0	0.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1112	0	0	0	0.1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2222	0	0	0	0	0	0	0	0
ASV_48	0.000141212222200256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3937	0	0	0	0	0	0	0	0	0	0	0.1585	0	0	0	0	0	0	0.2075	0	0	0	0	0.4338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1808	0	0	0	0.1845	0	0	0	0.1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0.000131327366646238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534	0	0	0	0	0	0	0.2004	0	0	0	0	0.2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1101	0	0	0.1567	0	0	0	0	0.5059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1647	0	0	0	0	0	0	0	0	0	0	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_22	0.000118618266648215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0	0.1344	0	0	0	0.2062	0	0.1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5988	0	0	0	0	0.3717	0	0	0	0	0	0
